-105.54,50.33,577.0,CAE04015322,MOOSE JAW CS
-104.67,50.43,577.6,CAE04016566,REGINA INTL A
-104.67,50.43,577.3,CAE04016699,REGINA RCS
-105.4,51.67,525.6,CAE04018642,WATROUS EAST
-104.18,49.82,578.0,CAE04019041,YELLOW GRASS NORTH
-102.46,51.26,498.4,CAE04019073,YORKTON
-102.46,51.26,498.3,CAE04019075,YORKTON
-104.2,51.77,560.1,CAE040190LN,WYNYARD (AUT)
-103.8,49.7,588.6,CAE0401HP5R,WEYBURN
-105.95,49.73,725.5,CAE04020286,ASSINIBOIA AIRPORT
-106.58,51.13,595.0,CAE04022359,ELBOW CS
-107.15,50.95,664.7,CAE04024714,LUCKY LAKE
-109.47,49.9,766.7,CAE04024919,MAPLE CREEK
-107.69,50.29,816.9,CAE04028038,SWIFT CURRENT
-107.73,50.27,825.0,CAE04028060,SWIFT CURRENT CDA
-109.5,50.91,675.5,CAE0402DAF0,LEADER AIRPORT
-105.48,49.05,756.0,CAE040318MN,CORONACH SPC
-109.51,49.64,1270.6,CAE04031999,CYPRESS HILLS PARK
-108.99,49.44,1079.6,CAE04032322,EASTEND CYPRESS (AUT)
-107.02,49.1,830.0,CAE04034910,MANKOTA
-105.98,49.17,917.0,CAE04036844,ROCKGLEN (AUT)
-107.59,49.06,796.0,CAE04038412,VAL MARIE SOUTHEAST
-109.18,51.52,693.7,CAE04043899,KINDERSLEY A
-109.18,51.52,693.7,CAE04043901,KINDERSLEY A
-109.18,51.52,691.1,CAE04043902,KINDERSLEY AIRPORT
-108.26,52.77,548.0,CAE04045607,NORTH BATTLEFORD RCS
-108.24,52.77,548.3,CAE04045695,NORTH BATTLEFORD
-107.92,51.57,586.0,CAE04046884,ROSETOWN EAST
-108.83,52.36,659.6,CAE04047240,SCOTT CDA
-109.41,53.13,640.0,CAE04048521,WASECA RCS
-104.6,52.82,490.0,CAE04055079,MELFORT
-107.05,51.48,541.0,CAE04055736,OUTLOOK PFRA
-105.15,52.42,552.0,CAE04056121,PILGER
-105.67,53.21,428.2,CAE04056241,PRINCE ALBERT GLASS FIELD A
-105.68,53.21,425.5,CAE04056243,PRINCE ALBERT GLASS FIELD
-106.7,52.17,504.1,CAE04057152,SASKATOON INTL A
-106.72,52.17,504.1,CAE04057165,SASKATOON RCS
-108.42,55.84,440.1,CAE04060983,BUFFALO NARROWS (AUT)
-108.42,55.84,433.7,CAE04060988,BUFFALO NARROWS A
-103.68,58.23,412.6,CAE04061620,COLLINS BAY SK
-102.35,55.53,297.4,CAE04063605,ISLAND FALLS (AUT)
-105.6,57.25,513.9,CAE04063753,KEY LAKE
-105.62,57.26,513.9,CAE04063757,KEY LAKE
-105.27,55.15,378.6,CAE04064149,LA RONGE RCS
-105.27,55.15,379.2,CAE04064155,LA RONGE A
-109.14,54.02,545.6,CAE04064620,LOON LAKE RCS
-108.52,54.13,480.7,CAE04065063,MEADOW LAKE A
-103.28,56.33,344.1,CAE04067655,SOUTHEND
-107.55,53.37,584.3,CAE04067723,SPIRITWOOD WEST
-105.84,59.25,244.2,CAE04067799,STONY RAPIDS
-106.07,53.92,569.4,CAE04068559,WASKESIU LAKE
-108.52,54.13,481.0,CAE0406N0NM,MEADOW LAKE
-108.48,59.57,318.2,CAE0406QLD0,URANIUM CITY (AUT)
-104.01,53.33,371.9,CAE04075525,NIPAWIN
-104.0,53.33,371.9,CAE0407N51G,NIPAWIN
-102.32,52.82,358.1,CAE04083324,HUDSON BAY(AUT)
-99.95,49.9,409.4,CAE05010490,BRANDON RCS
-99.36,49.91,383.5,CAE05010547,CARBERRY CS
-99.07,49.56,374.0,CAE05010641,CYPRESS RIVER RCS
-98.28,49.9,272.7,CAE05012324,PORTAGE SOUTHPORT
